host_id,listing_count,listing_share,cumulative_share,host_pct
2315216,1,9.5e-05,0.178149,0.063906
2319358,1,9.5e-05,0.178244,0.064015
2323616,1,9.5e-05,0.17834,0.064123
2324126,1,9.5e-05,0.178435,0.064232
2329053,1,9.5e-05,0.178531,0.064341
2329292,1,9.5e-05,0.178626,0.06445
2331953,1,9.5e-05,0.178721,0.064558
2339119,1,9.5e-05,0.178817,0.064667
2339287,1,9.5e-05,0.178912,0.064776
2339838,1,9.5e-05,0.179008,0.064884
2341786,1,9.5e-05,0.179103,0.064993
2342196,1,9.5e-05,0.179198,0.065102
2346326,1,9.5e-05,0.179294,0.06521
2350442,1,9.5e-05,0.179389,0.065319
2358181,1,9.5e-05,0.179485,0.065428
2358581,1,9.5e-05,0.17958,0.065536
2359810,1,9.5e-05,0.179676,0.065645
2359815,1,9.5e-05,0.179771,0.065754
2362878,1,9.5e-05,0.179866,0.065862
2368759,1,9.5e-05,0.179962,0.065971
2379150,1,9.5e-05,0.180057,0.06608
2382179,1,9.5e-05,0.180153,0.066188
2386514,1,9.5e-05,0.180248,0.066297
2386958,1,9.5e-05,0.180344,0.066406
2390649,1,9.5e-05,0.180439,0.066515
2395124,1,9.5e-05,0.180534,0.066623
2395278,1,9.5e-05,0.18063,0.066732
2399572,1,9.5e-05,0.180725,0.066841
2413010,1,9.5e-05,0.180821,0.066949
2417166,1,9.5e-05,0.180916,0.067058
2425674,1,9.5e-05,0.181011,0.067167
2427338,1,9.5e-05,0.181107,0.067275
2431130,1,9.5e-05,0.181202,0.067384
2439449,1,9.5e-05,0.181298,0.067493
2442401,1,9.5e-05,0.181393,0.067601
2452692,1,9.5e-05,0.181489,0.06771
2453971,1,9.5e-05,0.181584,0.067819
2455550,1,9.5e-05,0.181679,0.067927
2462748,1,9.5e-05,0.181775,0.068036
2467597,1,9.5e-05,0.18187,0.068145
2480643,1,9.5e-05,0.181966,0.068253
2483843,1,9.5e-05,0.182061,0.068362
2484593,1,9.5e-05,0.182156,0.068471
2491388,1,9.5e-05,0.182252,0.06858
2498889,1,9.5e-05,0.182347,0.068688
2501656,1,9.5e-05,0.182443,0.068797
2504583,1,9.5e-05,0.182538,0.068906
2513287,1,9.5e-05,0.182634,0.069014
2524784,1,9.5e-05,0.182729,0.069123
2531171,1,9.5e-05,0.182824,0.069232
2532286,1,9.5e-05,0.18292,0.06934
2532968,1,9.5e-05,0.183015,0.069449
2534561,1,9.5e-05,0.183111,0.069558
2536879,1,9.5e-05,0.183206,0.069666
2539835,1,9.5e-05,0.183302,0.069775
2540480,1,9.5e-05,0.183397,0.069884
2541099,1,9.5e-05,0.183492,0.069992
2541713,1,9.5e-05,0.183588,0.070101
2547237,1,9.5e-05,0.183683,0.07021
2550339,1,9.5e-05,0.183779,0.070318
2553183,1,9.5e-05,0.183874,0.070427
2560545,1,9.5e-05,0.183969,0.070536
2561138,1,9.5e-05,0.184065,0.070644
2569931,1,9.5e-05,0.18416,0.070753
2574458,1,9.5e-05,0.184256,0.070862
2575092,1,9.5e-05,0.184351,0.070971
